N,P,K,temperature,humidity,ph,rainfall,Soil moisture,Soil temperature,Wind speed,Daily Light Integral,label
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,43.04972032,23.1703393,3.689960415,20.08810208,pigeonpeas
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,39.18546308,23.99285071,2.924278796,20.15961231,pigeonpeas
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,38.28480554,29.83748576,2.032624638,23.89502815,pigeonpeas
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,50.55841199,27.51767887,2.710064964,24.7841539,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,40.56970752,27.95311928,2.70915069,25.77612607,pigeonpeas
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,38.76388368,26.67894469,2.586181197,24.74196682,pigeonpeas
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,37.04854806,24.28531496,2.243346147,20.12941649,pigeonpeas
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,38.88378451,28.43727053,3.226737692,20.88064038,pigeonpeas
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,38.58255194,29.13985212,2.500548494,22.77184768,pigeonpeas
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,58.34120473,29.43120185,2.534952449,23.93806428,pigeonpeas
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,49.01281911,24.90934395,2.073696488,24.19910718,pigeonpeas
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,56.75213124,23.32305908,2.908789604,25.52870504,pigeonpeas
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,46.81736867,28.41082334,2.364025103,27.03592341,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,56.40654211,26.80439219,3.452621011,25.20895647,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,55.17743326,26.90282762,3.85777533,26.41985213,pigeonpeas
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,47.24428575,25.50701438,3.08800682,24.48673569,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,58.1507385,24.47161095,2.280820944,26.38184023,pigeonpeas
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,37.29154364,27.95043794,3.382070628,23.72457243,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,38.81392495,22.8145728,2.624122812,26.99132791,pigeonpeas
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,39.30741834,26.06771826,3.23163111,21.42264053,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,37.65889473,25.93867373,3.888830958,25.07685388,pigeonpeas
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,48.38937624,28.37243068,3.026025613,27.62538518,pigeonpeas
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,54.56045346,29.00365712,2.676105996,20.77965684,pigeonpeas
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,42.33265878,28.78586963,3.307391856,23.47441208,pigeonpeas
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,43.36928023,22.004494,2.672861886,25.66545705,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,54.89712984,25.90121813,3.350532919,23.95092768,pigeonpeas
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,47.47099022,29.82115865,2.382897747,21.3252538,pigeonpeas
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,46.103449,25.460888,3.202585572,20.18743983,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,58.94916043,29.89343128,2.097536903,25.52529359,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,48.737947,25.16300724,2.503045743,21.71233434,pigeonpeas
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,47.26447891,26.42375558,3.267823692,20.67227799,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,45.47455465,25.6034185,2.940810172,25.82721325,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,36.25486408,23.36040488,2.446171843,27.31901631,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,59.42385082,22.30329018,2.722379771,27.05039012,pigeonpeas
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,55.1662479,25.23808237,3.766789072,20.23865463,pigeonpeas
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,50.04798427,22.11659992,2.885263086,22.20026336,pigeonpeas
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,56.16091168,28.99566712,2.333418837,26.40298558,pigeonpeas
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,39.65746883,27.44656369,3.985205196,22.97201583,pigeonpeas
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,39.04521898,24.59978488,2.844549267,25.66410261,pigeonpeas
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,42.57203252,28.49771122,2.233107681,27.33665523,pigeonpeas
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,59.19376249,28.75170398,2.627364567,21.90859595,pigeonpeas
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,51.94195378,23.15753402,2.730825413,22.72311467,pigeonpeas
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,55.55872802,29.26047275,2.905082151,25.83322416,pigeonpeas
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,58.71223529,25.00761474,3.798253994,23.98008666,pigeonpeas
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,50.03374384,24.27231543,3.63206471,22.72992335,pigeonpeas
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,38.43658045,24.62409306,2.49981145,27.39319329,pigeonpeas
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,43.32880828,25.69348384,3.617001286,20.65560019,pigeonpeas
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,55.19081306,28.27806627,2.368770126,26.7985302,pigeonpeas
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,44.12633198,22.56566099,3.465139985,26.42804427,pigeonpeas
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,59.17467031,24.52887897,2.778055999,26.14973333,pigeonpeas
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,49.12099209,27.29126896,2.903732648,23.75885281,pigeonpeas
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,44.40202218,29.52215407,3.139087526,27.38571696,pigeonpeas
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,58.92832472,22.18005805,3.191285005,22.76173056,pigeonpeas
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,50.51417636,22.88986308,2.637690074,22.51586623,pigeonpeas
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,46.32323788,28.75166554,3.78633482,26.13889568,pigeonpeas
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,51.17365015,25.3006212,3.562342832,24.33751032,pigeonpeas
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,39.3965163,28.90128937,2.557326209,20.79104487,pigeonpeas
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,55.85659481,24.91564372,3.502675419,22.8855045,pigeonpeas
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,43.87073829,26.72267728,2.745959455,20.03698901,pigeonpeas
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,47.44949013,26.68476563,3.765263777,22.47772486,pigeonpeas
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,30.30772979,32.20372815,3.726752569,26.66169005,mothbeans
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,26.60409523,28.16078924,3.275961335,24.5561823,mothbeans
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,43.4427008,27.52074857,5.732687924,22.04846414,mothbeans
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,26.039084,34.03697253,3.569438549,25.08895791,mothbeans
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,28.062194,29.12160259,5.741925465,26.65745315,mothbeans
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,44.40095692,28.9055326,5.524234611,24.26492032,mothbeans
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,38.24970374,30.11966007,4.711076284,27.9329588,mothbeans
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,28.89254645,29.01687368,4.392920544,22.14272822,mothbeans
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,27.70186913,27.94534787,5.012943736,26.31824681,mothbeans
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,41.30945507,29.72753347,3.679501527,23.24245495,mothbeans
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,32.68486776,29.16533054,3.920328928,28.09240793,mothbeans
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,35.15068109,25.46081749,3.066584486,22.40828606,mothbeans
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,26.12550985,31.90230198,5.864855472,28.28553307,mothbeans
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,30.68813146,27.30145061,3.734866833,27.89690734,mothbeans
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,34.79752003,26.52414891,4.393355535,22.13692622,mothbeans
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,26.49707144,27.57238772,4.210360847,28.07461531,mothbeans
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,31.46857739,28.74262992,5.820242708,27.22171851,mothbeans
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,37.47590399,32.9873665,3.741924739,29.6105806,mothbeans
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,38.84646686,26.92735398,4.51535003,22.22960685,mothbeans
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,42.14346546,28.13710548,3.221194386,22.26932345,mothbeans
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,31.74654271,33.08808545,4.471255791,23.81615012,mothbeans
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,37.29732334,33.51604361,3.049262792,22.49756247,mothbeans
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,38.26985273,25.27107659,4.460026635,22.40353633,mothbeans
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,36.5957855,32.22066806,3.293164361,26.37740719,mothbeans
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,25.92520257,33.23863953,5.670574543,22.2340161,mothbeans
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,28.16586646,32.01430606,5.370445106,27.94377097,mothbeans
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,26.39326144,31.40054794,5.727233322,23.43902705,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,40.45555731,33.84359153,3.082479213,23.8424884,mothbeans
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,34.59049844,28.2548261,3.971142326,22.94125276,mothbeans
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,35.66375489,33.13766024,4.210313,23.43294477,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,34.94817677,34.97325114,5.201962648,25.29375177,mothbeans
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,28.04126403,31.23555952,5.944860559,24.81960958,mothbeans
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,35.10197917,30.27147017,3.569468053,29.80850561,mothbeans
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,34.7987735,30.06128104,5.49895072,29.86510237,mothbeans
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,40.04091728,27.60155414,4.544897889,27.1972818,mothbeans
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,43.11030313,33.92968907,5.111074453,23.51552921,mothbeans
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,29.62408146,25.2453619,5.176072293,23.70391253,mothbeans
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,32.42182784,25.71654834,5.951205214,25.34630755,mothbeans
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,28.45681712,26.22363197,4.572136118,25.83775965,mothbeans
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,41.61427326,33.30613965,3.205624364,27.75326422,mothbeans
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,41.13774353,34.73826048,3.455276065,22.75131166,mothbeans
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,33.86641945,32.85874367,4.042133749,25.67563752,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,31.65821373,26.61694902,4.231703996,24.39213665,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,42.73059819,25.63655323,4.677716028,27.6025441,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,44.52962566,31.68923557,5.337813188,24.13552635,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,44.89267429,30.82625145,5.241692333,27.76952097,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,25.41166047,28.80112562,4.503805687,28.29838797,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,35.49487678,28.46749138,4.719247952,24.54886704,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,32.52958897,26.89201486,3.382639392,23.17435509,mothbeans
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,35.75866226,27.49004624,3.713155042,29.47097127,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,34.67368858,27.34574915,3.653638361,26.57525353,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,27.95313277,31.60539351,3.771380002,27.68845481,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,27.09617394,28.35511367,3.079410943,27.44530763,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,40.6748967,25.92626594,5.781751466,25.57292749,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,38.98048797,30.56362232,4.072243476,27.7022878,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,41.01755252,28.64388808,4.498092519,26.04838461,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,42.41853402,32.17403724,4.106036483,22.85981115,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,32.74150838,30.76521833,3.490387826,24.81568853,mothbeans
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,43.46408771,34.50620109,5.583858569,27.20945883,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,44.21789768,29.47322308,4.139482062,29.3892518,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,31.39249082,28.46449402,3.105605826,23.39602266,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,44.91850976,32.48250764,3.872952303,27.53116503,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,33.82646234,28.06285209,4.903979804,29.11031013,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,33.59299239,30.00019444,5.335971063,27.31488725,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,41.52431364,26.06926922,5.209257141,26.67835645,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,29.35367911,27.09134937,5.275471802,23.91412918,mothbeans
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,39.47551359,29.1961024,4.703091673,24.86148588,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,25.46629057,31.80247971,4.312766818,26.70603453,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,38.23270169,32.38708869,3.347972143,27.26235343,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,40.66677276,28.63654444,5.431344245,22.29151798,mothbeans
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,40.34886937,33.94295345,5.586606887,26.62982636,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,38.97623865,33.81800583,5.364823923,22.77725667,mothbeans
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,37.35150468,26.95219878,3.446551797,23.52015229,mothbeans
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,27.0813869,27.46331039,4.934821435,24.29853955,mothbeans
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,39.74642018,33.78154365,4.452492146,29.29363626,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,32.36307144,32.20764019,5.88566056,26.10235587,mothbeans
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,32.89417533,28.74562734,4.118078426,23.84705817,mothbeans
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,32.5811061,27.71618274,4.700451923,24.25798642,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,29.86673701,25.78748379,3.347569133,23.95388239,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,40.6067629,29.72691493,4.876579535,28.86449835,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,30.26413366,30.08398521,5.478690828,22.8608458,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,27.3063929,29.31079217,5.54019613,28.86908092,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,33.63187385,30.27138128,5.111113509,28.54675156,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,29.39698556,33.59641406,4.6962559,22.98177594,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,35.75005523,30.62738307,5.582266565,25.69464652,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,31.61105966,25.62978578,4.631327527,23.04884921,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,30.70325822,32.69082256,3.466690261,28.87799428,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,38.128173,27.755747,4.699870138,24.26394023,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,40.35023042,30.20840049,3.016298144,28.36243746,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,34.3818266,32.61724252,5.938836568,22.96930923,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,26.76113123,33.32807186,4.940576711,24.34348147,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,42.36060843,30.80054734,4.350449297,28.66090226,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,43.66267331,31.77291827,5.906772757,25.54640852,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,41.33614596,34.68656845,3.747117746,26.40753417,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,29.73155736,30.73711804,4.730658139,25.52260384,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,25.45758562,25.9255577,3.195699427,25.4331216,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,36.5422979,28.25250193,3.208647022,27.43863622,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,25.06027515,29.27720588,3.539213105,25.12538046,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,42.14468909,29.0308401,4.313004589,26.91856339,mothbeans
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,28.16329913,28.60668091,3.384613539,23.69202237,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,52.73955377,27.89525761,2.665401866,27.367591,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,59.48111351,26.03854706,4.931533365,26.13272712,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,48.86208628,26.88630238,3.397867021,22.5381654,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,48.86164913,26.35520948,4.393561439,25.41354647,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,40.37420398,24.09867869,2.710594224,26.23702544,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,44.9902511,28.16055527,2.720209707,23.64613517,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,49.95628908,25.85426182,3.199710142,27.27267089,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,55.99135792,29.04424359,3.751858538,21.69780517,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,47.66811504,29.32724746,4.325475859,27.92077257,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,57.23610843,28.02311979,2.877771466,25.82226464,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,42.40669505,26.82649121,3.504102135,21.50513674,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,46.32132128,29.15282083,3.780685081,22.08776565,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,44.3161861,26.16519701,3.666745461,27.98700039,mungbean
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,51.62792419,29.48054986,2.678977854,26.18516355,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,48.09537469,24.81203907,4.211834256,20.93131351,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,49.59183781,29.67907205,2.820993396,20.19861573,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,45.85039047,27.00900841,2.532256388,22.49620733,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,59.00662564,27.21164141,3.098047117,20.3663316,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,56.44893985,29.08497106,4.079456265,22.41205441,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,48.26515711,28.01609271,4.998725269,26.11029659,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,40.27451221,28.64570638,4.779529989,21.07937463,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,54.16542295,28.72141566,4.358259689,24.36657216,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,45.94188941,28.7377491,2.308972806,23.59547844,mungbean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,45.81715099,27.06433876,3.201833108,20.62160669,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,46.8496479,27.10617497,2.181385831,22.65161387,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,49.84608446,25.92326954,2.503762301,25.02777174,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,40.56027577,26.11950942,3.945858985,23.73152124,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,40.61888507,25.2128164,2.235817462,22.99512846,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,58.6218067,28.92522673,4.05257761,25.40421504,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,45.97954915,29.79643492,4.901432164,21.39092124,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,44.62702185,26.85046066,4.87976062,22.84474905,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,41.99898035,25.43572141,3.685251225,24.4473783,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,56.08689818,28.64988627,4.15733517,21.13124086,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,47.9918112,25.38556297,4.817388753,26.64302785,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,42.14737994,28.16932929,3.919358105,24.29789091,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,52.23264947,25.66584942,3.627047143,21.13123605,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,44.46529631,29.69326235,2.426876989,22.83668276,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,43.10324315,24.95382891,2.910090635,21.88785844,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,47.31912933,25.30485508,4.304908201,25.75541489,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,55.64432519,26.70073795,3.557644232,26.62014233,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,49.9371292,29.68577693,3.271751742,26.00313723,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,42.99027783,29.1459512,2.919433133,24.35347326,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,50.46978511,27.52488012,3.695911086,25.68265251,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,55.82646247,26.84160694,2.321846978,26.75460046,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,53.46514068,24.77860914,4.833051265,21.19264156,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,42.8290039,25.2409291,3.818759846,22.14883489,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,51.48316085,28.42828273,4.571983697,24.27887271,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,57.55075476,29.86937586,4.748051698,25.50318424,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,56.832105,27.28131714,4.957295341,27.42245591,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,52.65428316,26.72613582,4.970735477,24.81918879,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,49.47628396,28.51504426,2.833339718,20.97019119,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,43.71966478,28.07379744,2.473339121,27.0078475,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,49.38490102,27.81426167,3.757060236,24.10412626,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,43.48561222,28.0800006,3.174619672,26.07118502,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,51.14767038,27.25308442,2.659925368,20.61535472,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,44.47615209,26.52548374,4.363084815,22.34187949,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,42.60625164,27.8437865,3.070261847,20.54510934,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,44.5748443,25.95636706,2.19754611,27.79690218,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,42.25058918,28.22813597,2.709610048,21.37814166,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,57.06016569,28.70634131,4.006179577,22.64355937,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,43.91729919,26.35323172,3.460131467,22.32139686,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,51.6699833,28.33412163,4.258260153,26.88624311,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,50.36349947,26.60423556,2.440716061,23.04975834,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,59.7862878,29.04119214,4.653160833,21.01114698,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,53.99374949,28.63485666,4.554700645,20.27683606,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,53.25309389,25.46173596,3.425548577,26.39460826,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,59.25028612,28.62775464,2.145276502,24.38306232,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,44.94804599,25.45970515,4.470311834,24.7885509,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,57.84902356,27.50720886,3.26502649,23.99270019,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,55.29722748,25.60207902,2.33446422,26.3075284,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,53.62710519,24.45045697,2.400521365,27.58797658,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,49.34013298,29.26407507,2.948914704,24.81276101,mungbean
